,minimum volatility monthly,maximum sharpe ratio monthly,minimum volatility yearly,maximum sharpe ratio yearly
2010-06-14,0.0,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0,0.0
2010-06-17,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.0,0.0,0.0
2010-06-21,0.0,0.0,0.0,0.0
2010-06-22,0.0,0.0,0.0,0.0
2010-06-23,0.0,0.0,0.0,0.0
2010-06-24,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0
2010-06-28,0.0,0.0,0.0,0.0
2010-06-29,0.0,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0
2010-07-06,0.0,0.0,0.0,0.0
2010-07-07,0.0,0.0,0.0,0.0
2010-07-08,0.0,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0
2010-07-12,0.0,0.0,0.0,0.0
2010-07-13,0.0,0.0,0.0,0.0
2010-07-14,0.0,0.0,0.0,0.0
2010-07-15,0.0,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0
2010-07-19,0.0,0.0,0.0,0.0
2010-07-20,0.0,0.0,0.0,0.0
2010-07-21,0.0,0.0,0.0,0.0
2010-07-22,0.0,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0
2010-07-26,0.0,0.0,0.0,0.0
2010-07-27,0.0,0.0,0.0,0.0
2010-07-28,0.0,0.0,0.0,0.0
2010-07-29,0.0,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0
2010-08-02,0.0,0.0,0.0,0.0
2010-08-03,0.0,0.0,0.0,0.0
2010-08-04,0.0,0.0,0.0,0.0
2010-08-05,0.0,0.0,0.0,0.0
2010-08-06,0.0,0.0,0.0,0.0
2010-08-09,0.0,0.0,0.0,0.0
2010-08-10,0.0,0.0,0.0,0.0
2010-08-11,0.0,0.0,0.0,0.0
2010-08-12,0.0,0.0,0.0,0.0
2010-08-13,0.0,0.0,0.0,0.0
2010-08-16,0.0,0.0,0.0,0.0
2010-08-17,0.0,0.0,0.0,0.0
2010-08-18,0.0,0.0,0.0,0.0
2010-08-19,0.0,0.0,0.0,0.0
2010-08-20,0.0,0.0,0.0,0.0
2010-08-23,0.0,0.0,0.0,0.0
2010-08-24,0.0,0.0,0.0,0.0
2010-08-25,0.0,0.0,0.0,0.0
2010-08-26,0.0,0.0,0.0,0.0
2010-08-27,0.0,0.0,0.0,0.0
2010-08-30,0.0,0.0,0.0,0.0
2010-08-31,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0
2010-09-02,0.0,0.0,0.0,0.0
2010-09-03,0.0,0.0,0.0,0.0
2010-09-07,0.0,0.0,0.0,0.0
2010-09-08,0.0,0.0,0.0,0.0
2010-09-09,0.0,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0,0.0
2010-09-13,0.0,0.0,0.0,0.0
2010-09-14,0.0,0.0,0.0,0.0
2010-09-15,0.0,0.0,0.0,0.0
2010-09-16,0.0,0.0,0.0,0.0
2010-09-17,0.0,0.0,0.0,0.0
2010-09-20,0.0,0.0,0.0,0.0
2010-09-21,0.0,0.0,0.0,0.0
2010-09-22,0.0,0.0,0.0,0.0
2010-09-23,0.0,0.0,0.0,0.0
2010-09-24,0.0,0.0,0.0,0.0
2010-09-27,0.0,0.0,0.0,0.0
2010-09-28,0.0,0.0,0.0,0.0
2010-09-29,0.0,0.0,0.0,0.0
2010-09-30,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0
2010-10-04,0.0,0.0,0.0,0.0
2010-10-05,0.0,0.0,0.0,0.0
2010-10-06,0.0,0.0,0.0,0.0
2010-10-07,0.0,0.0,0.0,0.0
2010-10-08,0.0,0.0,0.0,0.0
2010-10-11,0.0,0.0,0.0,0.0
2010-10-12,0.0,0.0,0.0,0.0
2010-10-13,0.0,0.0,0.0,0.0
2010-10-14,0.0,0.0,0.0,0.0
2010-10-15,0.0,0.0,0.0,0.0
2010-10-18,0.0,0.0,0.0,0.0
2010-10-19,0.0,0.0,0.0,0.0
2010-10-20,0.0,0.0,0.0,0.0
2010-10-21,0.0,0.0,0.0,0.0
2010-10-22,0.0,0.0,0.0,0.0
2010-10-25,0.0,0.0,0.0,0.0
2010-10-26,0.0,0.0,0.0,0.0
2010-10-27,0.0,0.0,0.0,0.0
2010-10-28,0.0,0.0,0.0,0.0
2010-10-29,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0
2010-11-02,0.0,0.0,0.0,0.0
2010-11-03,0.0,0.0,0.0,0.0
2010-11-04,0.0,0.0,0.0,0.0
2010-11-05,0.0,0.0,0.0,0.0
2010-11-08,0.0,0.0,0.0,0.0
2010-11-09,0.0,0.0,0.0,0.0
2010-11-10,0.0,0.0,0.0,0.0
2010-11-11,0.0,0.0,0.0,0.0
2010-11-12,0.0,0.0,0.0,0.0
2010-11-15,0.0,0.0,0.0,0.0
2010-11-16,0.0,0.0,0.0,0.0
2010-11-17,0.0,0.0,0.0,0.0
2010-11-18,0.0,0.0,0.0,0.0
2010-11-19,0.0,0.0,0.0,0.0
2010-11-22,0.0,0.0,0.0,0.0
2010-11-23,0.0,0.0,0.0,0.0
2010-11-24,0.0,0.0,0.0,0.0
2010-11-26,0.0,0.0,0.0,0.0
2010-11-29,0.0,0.0,0.0,0.0
2010-11-30,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0
2010-12-02,0.0,0.0,0.0,0.0
2010-12-03,0.0,0.0,0.0,0.0
2010-12-06,0.0,0.0,0.0,0.0
2010-12-07,0.0,0.0,0.0,0.0
2010-12-08,0.0,0.0,0.0,0.0
2010-12-09,0.0,0.0,0.0,0.0
2010-12-10,0.0,0.0,0.0,0.0
2010-12-13,0.0,0.0,0.0,0.0
2010-12-14,0.0,0.0,0.0,0.0
2010-12-15,0.0,0.0,0.0,0.0
2010-12-16,0.0,0.0,0.0,0.0
2010-12-17,0.0,0.0,0.0,0.0
2010-12-20,0.0,0.0,0.0,0.0
2010-12-21,0.0,0.0,0.0,0.0
2010-12-22,0.0,0.0,0.0,0.0
2010-12-23,0.0,0.0,0.0,0.0
2010-12-27,0.0,0.0,0.0,0.0
2010-12-28,0.0,0.0,0.0,0.0
2010-12-29,0.0,0.0,0.0,0.0
2010-12-30,0.0,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0,0.0
2011-01-03,0.0,0.0,0.0,0.0
2011-01-04,0.0,0.0,0.0,0.0
2011-01-05,0.0,0.0,0.0,0.0
2011-01-06,0.0,0.0,0.0,0.0
2011-01-07,0.0,0.0,0.0,0.0
2011-01-10,0.0,0.0,0.0,0.0
2011-01-11,0.0,0.0,0.0,0.0
2011-01-12,0.0,0.0,0.0,0.0
2011-01-13,0.0,0.0,0.0,0.0
2011-01-14,0.0,0.0,0.0,0.0
2011-01-18,0.0,0.0,0.0,0.0
2011-01-19,0.0,0.0,0.0,0.0
2011-01-20,0.0,0.0,0.0,0.0
2011-01-21,0.0,0.0,0.0,0.0
2011-01-24,0.0,0.0,0.0,0.0
2011-01-25,0.0,0.0,0.0,0.0
2011-01-26,0.0,0.0,0.0,0.0
2011-01-27,0.0,0.0,0.0,0.0
2011-01-28,0.0,0.0,0.0,0.0
2011-01-31,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0
2011-02-02,0.6324096385002065,0.3011747312545765,0.0,0.0
2011-02-03,-1.2530048814773522,0.09726602783203475,0.0,0.0
2011-02-04,-0.5962106144905164,-1.7334768533706608,0.0,0.0
2011-02-07,0.18647097330094198,0.38301948604583913,0.0,0.0
2011-02-08,-1.6346218602180471,-0.5572112106323317,0.0,0.0
2011-02-09,-0.8058759782791043,-0.3730706684112448,0.0,0.0
2011-02-10,-0.17471625661849544,-0.8812727455139253,0.0,0.0
2011-02-11,-1.0874866625785842,-1.750409961128227,0.0,0.0
2011-02-14,-0.24226403608321334,-1.95118338432313,0.0,0.0
2011-02-15,-0.011907928466811768,1.4150147613525377,0.0,0.0
2011-02-16,-0.12201022520066829,-0.09062238750456686,0.0,0.0
2011-02-17,-0.28598085403443463,0.3073634033203092,0.0,0.0
2011-02-18,-0.6312211616516095,-0.22074090042114847,0.0,0.0
2011-02-22,0.79391026906967,3.292438255691522,0.0,0.0
2011-02-23,1.612486325740818,2.792266080093384,0.0,0.0
2011-02-24,-0.21848744392394792,-0.9383996112823638,0.0,0.0
2011-02-25,-1.442890781497951,-1.0846266542434648,0.0,0.0
2011-02-28,-1.011918591403969,0.8408339111328047,0.0,0.0
2011-03-01,0.010702861690518262,0.997943796157827,0.0,0.0
2011-03-02,-0.6011328203201316,-1.2833911190986527,0.0,0.0
2011-03-03,-0.8440110510826173,-1.5193415425300714,0.0,0.0
2011-03-04,0.1476985090255738,-0.2123117947578379,0.0,0.0
2011-03-07,0.4400089143753121,0.586664846229553,0.0,0.0
2011-03-08,-1.207874907398235,-0.7593655652046039,0.0,0.0
2011-03-09,-0.35160560846330213,-0.05382235355378384,0.0,0.0
2011-03-10,0.9190448040962167,1.246114934730528,0.0,0.0
2011-03-11,-0.05595222196579641,-0.5183281012535161,0.0,0.0
2011-03-14,1.1045220828056301,0.5176190550804165,0.0,0.0
2011-03-15,1.1922096045494186,1.0091581253051771,0.0,0.0
2011-03-16,0.9921172725677394,0.45068583183288524,0.0,0.0
2011-03-17,-0.9953617012977674,0.1115300158500645,0.0,0.0
2011-03-18,-1.6663198083877688,-0.14175115699767105,0.0,0.0
2011-03-21,-1.1578948933601367,-1.1527045124053927,0.0,0.0
2011-03-22,0.07269217281341867,0.7462305434226977,0.0,0.0
2011-03-23,-0.44864110450744477,-0.8383463277816929,0.0,0.0
2011-03-24,-1.122870878601077,-1.116008329582229,0.0,0.0
2011-03-25,-0.6335733798027121,-1.4525450310707129,0.0,0.0
2011-03-28,0.5016697233200063,0.7885272276878368,0.0,0.0
2011-03-29,-0.532784770393377,-1.0569562996864477,0.0,0.0
2011-03-30,-0.15223615531921553,-0.8123593684196351,0.0,0.0
2011-03-31,-0.35270255174636134,-0.007282485008218487,0.0,0.0
2011-04-01,-0.9346305459976207,-0.11921114082336715,0.0,0.0
2011-04-04,-0.1381663269042832,-0.26886855621339123,0.0,0.0
2011-04-05,-0.5183188852310252,-0.3363975883483761,0.0,0.0
2011-04-06,-1.0982619977951202,0.13808287334441616,0.0,0.0
2011-04-07,0.3383493768692034,0.6140956040382406,0.0,0.0
2011-04-08,0.3795796704292371,0.3411358500480617,0.0,0.0
2011-04-11,0.1336648513793932,1.0821477064132665,0.0,0.0
2011-04-12,-0.49153781337739133,-0.531918215084076,0.0,0.0
2011-04-13,-0.7302448196411149,-1.7638313118934548,0.0,0.0
2011-04-14,-0.32538897953034507,0.1515108510971146,0.0,0.0
2011-04-15,-0.48671218690871854,-0.3493280140876749,0.0,0.0
2011-04-18,1.1751211627006626,1.1878463350296045,0.0,0.0
2011-04-19,0.06255493001937396,-0.6657162643432599,0.0,0.0
2011-04-20,-0.7551118210792538,-1.929898146152496,0.0,0.0
2011-04-21,0.12925784769058168,-0.1590494071006674,0.0,0.0
2011-04-25,0.36267910346985843,0.6707672841072139,0.0,0.0
2011-04-26,-0.8513633493423356,1.492204897499093,0.0,0.0
2011-04-27,-1.0887606158256489,-1.297542449378966,0.0,0.0
2011-04-28,-0.9648816234588793,-1.4349793012619045,0.0,0.0
2011-04-29,-0.288823812007891,-0.3378904554367068,0.0,0.0
2011-05-02,-0.04961021118162989,-0.22900261611937367,0.0,0.0
2011-05-03,-0.3423028912544197,0.6198250699996919,0.0,0.0
2011-05-04,0.5196406185150124,1.1074431949615473,0.0,0.0
2011-05-05,0.7698941494941636,0.12969033184050716,0.0,0.0
2011-05-06,-0.32373592748642466,-0.6132579683303874,0.0,0.0
2011-05-09,-0.4446091281890858,-1.0638028323173359,0.0,0.0
2011-05-10,-0.8476910979270826,-0.9339171302795393,0.0,0.0
2011-05-11,0.010875938701630616,0.27079241666794474,0.0,0.0
2011-05-12,-1.5281736510276858,-1.6196666994094784,0.0,0.0
2011-05-13,0.4400662635803201,0.5751062732696539,0.0,0.0
2011-05-16,0.5968232357978707,1.3539345249176051,0.0,0.0
2011-05-17,0.047977414703368026,0.6612876106262178,0.0,0.0
2011-05-18,-0.8688871881484914,-1.6183651397705177,0.0,0.0
2011-05-19,0.005264347553250559,-0.4522712251663279,0.0,0.0
2011-05-20,0.5642979650497466,0.3254210518836942,0.0,0.0
2011-05-23,0.9081128494262742,0.8729187971115095,0.0,0.0
2011-05-24,-0.45740769777299306,-0.3905602586746113,0.0,0.0
2011-05-25,0.8915728413581832,-0.4378644207954494,0.0,0.0
2011-05-26,-0.436150788307188,-1.0555118881225525,0.0,0.0
2011-05-27,-0.45894453887939335,-0.2774138653755216,0.0,0.0
2011-05-31,-0.7229541474342227,-0.8810851134300179,0.0,0.0
2011-06-01,0.6148608056068383,0.6534970074653614,0.0,0.0
2011-06-02,0.5983175061225836,0.37106449403762554,0.0,0.0
2011-06-03,0.7406245183944833,0.4808513674736048,0.0,0.0
2011-06-06,0.607397955989839,1.2595447501182662,0.0,0.0
2011-06-07,-0.12899990539550288,-0.5184283366203459,0.0,0.0
2011-06-08,-0.4686406984329352,0.3294289347648629,0.0,0.0
2011-06-09,-0.40062011413573373,-0.4666930821418731,0.0,0.0
2011-06-10,1.3141784309387248,1.6494294687271065,0.0,0.0
2011-06-13,0.2611644183158859,0.6539116211891098,0.0,0.0
2011-06-14,-1.0253748743057258,-1.5624478251457248,0.0,0.0
2011-06-15,1.2825973845481968,1.4418845771789677,0.0,0.0
2011-06-16,-0.6733127966880943,0.304293916702278,0.0,0.0
2011-06-17,-0.6665363240242073,-0.004158617401131437,0.0,0.0
2011-06-20,-0.5009227152824423,-0.4549056404113685,0.0,0.0
2011-06-21,-0.5818860713005023,-1.9530232943534713,0.0,0.0
2011-06-22,0.16832351894379372,-0.009895602703096529,0.0,0.0
2011-06-23,0.8442317623138393,-0.33654040517807005,0.0,0.0
2011-06-24,0.6574314302444435,0.32486217298507825,0.0,0.0
2011-06-27,-0.3518194166183548,-1.004203173828131,0.0,0.0
2011-06-28,-0.38452200260162783,-1.430421709251391,0.0,0.0
2011-06-29,-0.11536590700148963,0.047332868099204006,0.0,0.0
2011-06-30,-0.5359909142494246,-0.379145665359502,0.0,0.0
2011-07-01,-1.3889526522636402,-1.8118434738159124,0.0,0.0
2011-07-05,0.033033823776250415,-1.9449876527786074,0.0,0.0
2011-07-06,-0.4436871569633638,-0.6445853114128113,0.0,0.0
2011-07-07,-0.2044676903724536,0.19038948450088355,0.0,0.0
2011-07-08,0.6353960815429645,-0.23048251285553079,0.0,0.0
2011-07-11,1.0769960429191627,1.954700577449799,0.0,0.0
2011-07-12,-0.2459939264297617,0.3105250127792374,0.0,0.0
2011-07-13,0.11412869873046816,-1.0194451980590742,0.0,0.0
2011-07-14,0.38035554590226184,1.2532787936210639,0.0,0.0
2011-07-15,0.06648058919905964,0.1331730185508775,0.0,0.0
2011-07-18,0.9926015256881726,1.1363837585449232,0.0,0.0
2011-07-19,-1.4030345489501883,-2.281180553436272,0.0,0.0
2011-07-20,0.2847360985755927,2.3724538247108455,0.0,0.0
2011-07-21,-0.8265003362655676,0.6931169668197583,0.0,0.0
2011-07-22,-0.03981931962967167,0.13722057409286492,0.0,0.0
2011-07-25,0.9300330906868055,0.8314320393562298,0.0,0.0
2011-07-26,0.26188056182860464,1.3048050724029565,0.0,0.0
2011-07-27,1.1405515133857733,2.5994987547874473,0.0,0.0
2011-07-28,0.5294406291961735,0.29388505935668263,0.0,0.0
2011-07-29,0.5888141418457025,0.0598166955947903,0.0,0.0
2011-08-01,0.406402812862396,0.5054878594398531,0.0,0.0
2011-08-02,2.661938320922843,3.00853696079254,0.0,0.0
2011-08-03,-0.7269395840644819,-1.554528538513182,0.0,0.0
2011-08-04,4.658022061729412,5.577459748077388,0.0,0.0
2011-08-05,-1.0272708455085677,0.3744347784042361,0.0,0.0
2011-08-08,5.060500785160059,6.195669019699082,0.0,0.0
2011-08-09,-3.8103334660530095,-4.8810399602890016,0.0,0.0
2011-08-10,2.237410266876225,1.6376093400955227,0.0,0.0
2011-08-11,-3.932662116909043,-4.091506107521042,0.0,0.0
2011-08-12,-0.8816549045562709,-1.845926782226556,0.0,0.0
2011-08-15,-2.000584347629541,-0.614237476730338,0.0,0.0
2011-08-16,0.24136297130584694,0.5621945104599035,0.0,0.0
2011-08-17,-0.043193887805927034,2.0519644931793266,0.0,0.0
2011-08-18,4.375061918354035,4.388454730224609,0.0,0.0
2011-08-19,1.8098637327194211,0.7302859621047872,0.0,0.0
2011-08-22,0.039827549839017706,0.5068214256286581,0.0,0.0
2011-08-23,-3.0579377602577296,-4.296925786399839,0.0,0.0
2011-08-24,-1.0522047326088142,-1.8884464052200371,0.0,0.0
2011-08-25,1.7922069510459835,2.0139037210464465,0.0,0.0
2011-08-26,-1.7181558097839513,-3.6410791696548443,0.0,0.0
2011-08-29,-2.9474377933502183,-3.1766981918334807,0.0,0.0
2011-08-30,-0.17101485815047113,-0.7433227064132666,0.0,0.0
2011-08-31,0.29856821136473854,0.20661185398101622,0.0,0.0
2011-09-01,0.7428059662818924,1.2515750291824332,0.0,0.0
2011-09-02,1.2846703161239645,0.8197868240356456,0.0,0.0
2011-09-06,-0.024801477622986567,-1.8062143077850266,0.0,0.0
2011-09-07,-1.5853511169433716,-0.06864947128296706,0.0,0.0
2011-09-08,0.18325282287598554,-0.40181677169799457,0.0,0.0
2011-09-09,2.1910891347885126,1.8339788036346505,0.0,0.0
2011-09-12,-0.4851179533004739,-0.5865243255615269,0.0,0.0
2011-09-13,-0.7477798534393401,-1.2751886772155672,0.0,0.0
2011-09-14,-1.5489862045288163,-1.7360318058013888,0.0,0.0
2011-09-15,-1.3139226953506409,-1.2451182971954324,0.0,0.0
2011-09-16,-1.2199260507583602,-0.9160090515136687,0.0,0.0
2011-09-19,0.5660161783218456,-2.332397430038455,0.0,0.0
2011-09-20,0.01792001705169355,0.6315916007995668,0.0,0.0
2011-09-21,1.9706799180984547,0.6027393379211361,0.0,0.0
2011-09-22,2.091852666664124,2.7313837169647286,0.0,0.0
2011-09-23,-0.9665622684478734,-1.5626448184966932,0.0,0.0
2011-09-26,-1.888486974334711,-1.9426233272552338,0.0,0.0
2011-09-27,-0.24766441993712363,0.8937300815582319,0.0,0.0
2011-09-28,1.6586970476150498,1.628819391632078,0.0,0.0
2011-09-29,-0.3248400087356629,1.6358002010345416,0.0,0.0
2011-09-30,0.7491480928421055,0.5430463245391763,0.0,0.0
2011-10-03,2.6148149805068925,3.356260017395016,0.0,0.0
2011-10-04,-1.4250391027450604,-2.6252861209869423,0.0,0.0
2011-10-05,0.04946614074707156,-1.0305828655242806,0.0,0.0
2011-10-06,-1.5699008975982736,-1.181826970672617,0.0,0.0
2011-10-07,-0.1678939104080115,-0.4856290927886988,0.0,0.0
2011-10-10,-2.4171410825729396,-3.0391863285064744,0.0,0.0
2011-10-11,0.7255609085082995,-0.10246740837096979,0.0,0.0
2011-10-12,-0.1154303384780917,1.3849500484466546,0.0,0.0
2011-10-13,-0.12961324329376112,-0.2205082626342687,0.0,0.0
2011-10-14,-0.8119999217987157,-0.3225519268035839,0.0,0.0
2011-10-17,0.5232259954452445,0.5756042266845753,0.0,0.0
2011-10-18,0.7458259746551477,-0.16173727493286094,0.0,0.0
2011-10-19,0.31021090965271014,0.36171640319824405,0.0,0.0
2011-10-20,-0.34110905284880744,-0.5674747116088952,0.0,0.0
2011-10-21,-0.9832469743728751,-0.7542066127777218,0.0,0.0
2011-10-24,-0.4079442079544151,-1.5612662326812767,0.0,0.0
2011-10-25,1.2863151575088523,1.8031874263763399,0.0,0.0
2011-10-26,-0.19703209381103193,0.5017378479003867,0.0,0.0
2011-10-27,-1.3521787263870237,-0.7497662048339748,0.0,0.0
2011-10-28,0.44055337295532127,0.5691346904754653,0.0,0.0
2011-10-31,0.9782815601348887,0.49912072143554553,0.0,0.0
2011-11-01,1.0550468803405693,0.49129847068786603,0.0,0.0
2011-11-02,-0.8527596226692111,0.05284776077269271,0.0,0.0
2011-11-03,-1.3149336900710722,-0.4121210914611737,0.0,0.0
2011-11-04,0.33633448028562896,-0.7274116764068594,0.0,0.0
2011-11-07,-1.0243875442505015,-0.35102665557862167,0.0,0.0
2011-11-08,-1.0790713425636227,-0.7011181365966763,0.0,0.0
2011-11-09,2.9991870656967308,2.2551598709106457,0.0,0.0
2011-11-10,-0.7324092563629137,0.1409189979553105,0.0,0.0
2011-11-11,-1.7559098157882715,-1.6449966747283895,0.0,0.0
2011-11-14,0.6739374041557369,-0.3117935504913447,0.0,0.0
2011-11-15,-0.990693043231957,-0.5098718357086227,0.0,0.0
2011-11-16,1.8831695909500183,2.7088796272277875,0.0,0.0
2011-11-17,1.384518191242222,0.9618395137786848,0.0,0.0
2011-11-18,-0.15282927989959205,0.2930625602722188,0.0,0.0
2011-11-21,1.3333600401878414,1.426410575485221,0.0,0.0
2011-11-22,0.5266815429687597,-0.6411171119689811,0.0,0.0
2011-11-23,1.6613876857757504,1.6979133689880257,0.0,0.0
2011-11-25,-0.7076022179603569,-0.017262400817870116,0.0,0.0
2011-11-28,-0.73381645421982,-1.879229114532464,0.0,0.0
2011-11-29,-1.4917751390457141,-1.1498875053405726,0.0,0.0
2011-11-30,-2.9012417092323233,-2.883123218154907,0.0,0.0
2011-12-01,-0.8370482808113167,-1.2487686153411914,0.0,0.0
2011-12-02,0.6346714235305768,0.4181713539123564,0.0,0.0
2011-12-05,-0.8767857191085966,-1.002916139602661,0.0,0.0
2011-12-06,-0.34897589340209834,0.6885199726104645,0.0,0.0
2011-12-07,-0.08069479579926053,0.25291879653931915,0.0,0.0
2011-12-08,0.674213577461245,0.0739608940124441,0.0,0.0
2011-12-09,-0.8356644346237232,-0.8231948669433535,0.0,0.0
2011-12-12,0.12049689674377362,-0.37215965156556763,0.0,0.0
2011-12-13,0.6197521818160965,1.8634698600769042,0.0,0.0
2011-12-14,0.6069885265350337,2.173900544357295,0.0,0.0
2011-12-15,-1.0708533662796071,-0.7311043552398644,0.0,0.0
2011-12-16,0.3287439685821596,-0.6726532646179066,0.0,0.0
2011-12-19,0.514832892990114,0.8520169170379575,0.0,0.0
2011-12-20,-1.575782320594783,-1.99695080413818,0.0,0.0
2011-12-21,-1.1046201547622445,-0.5105248107910256,0.0,0.0
